study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,StudyText.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,Test_Phase.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,Test_Phase.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,TestText.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
,4,4,0,,,p_nc_l,pencil,new,pencil,[np.float64(0.12129629629629629)],[np.float64(-0.2953703703703704)],[1],[0],[0],[3.5783725001383573],['submit_text'],,,,,0,4,4,16,31.9679682,,,,,,,,31.9483185,31.9679682,31.9679682,31.9679682,0.0039332,35.5271127,pencil,[np.float64(0.12129629629629629)],[np.float64(-0.2953703703703704)],[1],[0],[0],[3.5783725001383573],['submit_text'],,3,1,2025-10-14_09h47.18.822,word priming,,2025.1.1,60.03788393,2025-10-14 09h47.27.009622 +0530
,5,5,0,,,p_st_r,poster,old,poster,[np.float64(0.11388888888888889)],[np.float64(-0.325)],[1],[0],[0],[3.814009499968961],['submit_text'],,,,,0,5,5,9,35.5430236,,,,,,,,35.5300316,35.5430236,35.5430236,35.5430236,0.0028101,39.3443332,poster,[np.float64(0.11388888888888889)],[np.float64(-0.325)],[1],[0],[0],[3.814009499968961],['submit_text'],,3,1,2025-10-14_09h47.18.822,word priming,,2025.1.1,60.03788393,2025-10-14 09h47.27.009622 +0530
,6,6,0,,,_ho_e,phone,old,foes,"[np.float64(0.10833333333333334), np.float64(0.12777777777777777)]","[np.float64(-0.26296296296296295), np.float64(-0.2861111111111111)]","[1, 1]","[0, 0]","[0, 0]","[13.81084099994041, 14.727413600077853]","[None, 'submit_text']",,,,,0,6,6,12,39.3592908,,,,,,,,39.3473725,39.3592908,39.3592908,39.3592908,0.0029233,54.0750668,foes,"[np.float64(0.10833333333333334), np.float64(0.12777777777777777)]","[np.float64(-0.26296296296296295), np.float64(-0.2861111111111111)]","[1, 1]","[0, 0]","[0, 0]","[13.81084099994041, 14.727413600077853]","[None, 'submit_text']",49.3598187,3,1,2025-10-14_09h47.18.822,word priming,,2025.1.1,60.03788393,2025-10-14 09h47.27.009622 +0530
,7,7,0,,,v_s_,vase,new,vase,"[np.float64(0.075), np.float64(0.11574074074074074)]","[np.float64(-0.25092592592592594), np.float64(-0.2851851851851852)]","[1, 1]","[0, 0]","[0, 0]","[3.911470100050792, 4.813799799885601]","[None, 'submit_text']",,,,,0,7,7,17,54.0910468,,,,,,,,54.0795362,54.0910468,54.0910468,54.0910468,0.0043457,58.8938271,vase,"[np.float64(0.075), np.float64(0.11574074074074074)]","[np.float64(-0.25092592592592594), np.float64(-0.2851851851851852)]","[1, 1]","[0, 0]","[0, 0]","[3.911470100050792, 4.813799799885601]","[None, 'submit_text']",,3,1,2025-10-14_09h47.18.822,word priming,,2025.1.1,60.03788393,2025-10-14 09h47.27.009622 +0530
,8,8,0,,,bo_t_e,bottle ,new,bottle,"[np.float64(0.05277777777777778), np.float64(0.09537037037037037), np.float64(0.13148148148148148), np.float64(0.07222222222222222)]","[np.float64(-0.33425925925925926), np.float64(-0.3287037037037037), np.float64(-0.3287037037037037), np.float64(-0.30092592592592593)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.092068900121376, 4.809861700050533, 5.4793613001238555, 6.927329700207338]","[None, None, None, 'submit_text']",,,,,0,8,8,18,58.910642,,,,,,,,58.8984129,58.910642,58.910642,58.910642,0.0043455,65.8263285,bottle,"[np.float64(0.05277777777777778), np.float64(0.09537037037037037), np.float64(0.13148148148148148), np.float64(0.07222222222222222)]","[np.float64(-0.33425925925925926), np.float64(-0.3287037037037037), np.float64(-0.3287037037037037), np.float64(-0.30092592592592593)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.092068900121376, 4.809861700050533, 5.4793613001238555, 6.927329700207338]","[None, None, None, 'submit_text']",,3,1,2025-10-14_09h47.18.822,word priming,,2025.1.1,60.03788393,2025-10-14 09h47.27.009622 +0530
,9,9,0,,,c_s_io_,cushion,old,cushion,[np.float64(0.06759259259259259)],[np.float64(-0.3037037037037037)],[1],[0],[0],[4.375914099859074],['submit_text'],,,,,0,9,9,14,65.8441972,,,,,,,,65.8310746,65.8441972,65.8441972,65.8441972,0.0043469,70.2076581,cushion,[np.float64(0.06759259259259259)],[np.float64(-0.3037037037037037)],[1],[0],[0],[4.375914099859074],['submit_text'],,3,1,2025-10-14_09h47.18.822,word priming,,2025.1.1,60.03788393,2025-10-14 09h47.27.009622 +0530
,10,10,0,,,_a_bl_,marble,old,marble,"[np.float64(0.05092592592592592), np.float64(0.07777777777777778)]","[np.float64(-0.1787037037037037), np.float64(-0.2796296296296296)]","[1, 1]","[0, 0]","[0, 0]","[5.478544800076634, 6.844256000127643]","[None, 'submit_text']",,,,,0,10,10,11,70.2264335,,,,,,,,70.2120917,70.2264335,70.2264335,70.2264335,0.0041102,77.0568211,marble,"[np.float64(0.05092592592592592), np.float64(0.07777777777777778)]","[np.float64(-0.1787037037037037), np.float64(-0.2796296296296296)]","[1, 1]","[0, 0]","[0, 0]","[5.478544800076634, 6.844256000127643]","[None, 'submit_text']",,3,1,2025-10-14_09h47.18.822,word priming,,2025.1.1,60.03788393,2025-10-14 09h47.27.009622 +0530
,11,11,0,,,c_s_,case,old,case,[np.float64(0.10185185185185185)],[np.float64(-0.2824074074074074)],[1],[0],[0],[4.929516300093383],['submit_text'],,,,,0,11,11,5,77.072255,,,,,,,,77.0594578,77.072255,77.072255,77.072255,0.0025032,81.9892764,case,[np.float64(0.10185185185185185)],[np.float64(-0.2824074074074074)],[1],[0],[0],[4.929516300093383],['submit_text'],,3,1,2025-10-14_09h47.18.822,word priming,,2025.1.1,60.03788393,2025-10-14 09h47.27.009622 +0530
,12,12,0,,,P_s_r_,pastry,old,pastry,[np.float64(0.06759259259259259)],[np.float64(-0.3277777777777778)],[1],[0],[0],[4.361915700137615],['submit_text'],,,,,0,12,12,4,82.0054132,,,,,,,,81.9940656,82.0054132,82.0054132,82.0054132,0.0046956,86.3563629,pastry,[np.float64(0.06759259259259259)],[np.float64(-0.3277777777777778)],[1],[0],[0],[4.361915700137615],['submit_text'],,3,1,2025-10-14_09h47.18.822,word priming,,2025.1.1,60.03788393,2025-10-14 09h47.27.009622 +0530
,13,13,0,,,_r_i_e,cruise,old,cruise,[np.float64(0.10648148148148148)],[np.float64(-0.32222222222222224)],[1],[0],[0],[3.9305609001312405],['submit_text'],,,,,0,13,13,6,86.3711163,,,,,,,,86.3599305,86.3711163,86.3711163,86.3711163,0.0034394,90.2917483,cruise,[np.float64(0.10648148148148148)],[np.float64(-0.32222222222222224)],[1],[0],[0],[3.9305609001312405],['submit_text'],,3,1,2025-10-14_09h47.18.822,word priming,,2025.1.1,60.03788393,2025-10-14 09h47.27.009622 +0530
,14,14,0,,,p_li_e,police,old,police,[np.float64(0.0712962962962963)],[np.float64(-0.30925925925925923)],[1],[0],[0],[2.7364835999906063],['submit_text'],,,,,0,14,14,7,90.3154169,,,,,,,,90.3011984,90.3154169,90.3154169,90.3154169,0.0086217,93.038256,police,[np.float64(0.0712962962962963)],[np.float64(-0.30925925925925923)],[1],[0],[0],[2.7364835999906063],['submit_text'],,3,1,2025-10-14_09h47.18.822,word priming,,2025.1.1,60.03788393,2025-10-14 09h47.27.009622 +0530
,15,15,0,,,_o_rd,board,old,board,[np.float64(0.13148148148148148)],[np.float64(-0.3111111111111111)],[1],[0],[0],[16.410073099890724],['submit_text'],,,,,0,15,15,10,93.0536301,,,,,,,,93.0426759,93.0536301,93.0536301,93.0536301,0.0042545,109.453229,board,[np.float64(0.13148148148148148)],[np.float64(-0.3111111111111111)],[1],[0],[0],[16.410073099890724],['submit_text'],103.0685565,3,1,2025-10-14_09h47.18.822,word priming,,2025.1.1,60.03788393,2025-10-14 09h47.27.009622 +0530
,16,16,0,,,_oo_,book,old,book,"[np.float64(0.000925925925925926), np.float64(0.1398148148148148)]","[np.float64(-0.22037037037037038), np.float64(-0.30277777777777776)]","[1, 1]","[0, 0]","[0, 0]","[3.2303114000242203, 4.667218999937177]","[None, 'submit_text']",,,,,0,16,16,13,109.4688168,,,,,,,,109.4562887,109.4688168,109.4688168,109.4688168,0.0029609,114.1241721,book,"[np.float64(0.000925925925925926), np.float64(0.1398148148148148)]","[np.float64(-0.22037037037037038), np.float64(-0.30277777777777776)]","[1, 1]","[0, 0]","[0, 0]","[3.2303114000242203, 4.667218999937177]","[None, 'submit_text']",,3,1,2025-10-14_09h47.18.822,word priming,,2025.1.1,60.03788393,2025-10-14 09h47.27.009622 +0530
,17,17,0,,,k_y_,keys,old,keys,[np.float64(0.04537037037037037)],[np.float64(-0.31203703703703706)],[1],[0],[0],[5.70113530009985],['submit_text'],,,,,0,17,17,8,114.1563378,,,,,,,,114.1331937,114.1563378,114.1563378,114.1563378,0.0086718,119.8350911,keys,[np.float64(0.04537037037037037)],[np.float64(-0.31203703703703706)],[1],[0],[0],[5.70113530009985],['submit_text'],,3,1,2025-10-14_09h47.18.822,word priming,,2025.1.1,60.03788393,2025-10-14 09h47.27.009622 +0530
,18,18,0,,,t_hi_t,tshirt,old,tshirt,"[np.float64(0.06111111111111111), np.float64(0.12685185185185185)]","[np.float64(-0.2712962962962963), np.float64(-0.29814814814814816)]","[1, 1]","[0, 0]","[0, 0]","[2.896642099833116, 3.6138514999765903]","[None, 'submit_text']",,,,,0,18,18,2,119.8508952,,,,,,,,119.8373156,119.8508952,119.8508952,119.8508952,0.0021303,123.451483,tshirt,"[np.float64(0.06111111111111111), np.float64(0.12685185185185185)]","[np.float64(-0.2712962962962963), np.float64(-0.29814814814814816)]","[1, 1]","[0, 0]","[0, 0]","[2.896642099833116, 3.6138514999765903]","[None, 'submit_text']",,3,1,2025-10-14_09h47.18.822,word priming,,2025.1.1,60.03788393,2025-10-14 09h47.27.009622 +0530
,19,19,0,,,_o_se,mouse,old,goose,[np.float64(0.06388888888888888)],[np.float64(-0.28703703703703703)],[1],[0],[0],[6.363444299902767],['submit_text'],,,,,0,19,19,3,123.4665382,,,,,,,,123.4547774,123.4665382,123.4665382,123.4665382,0.0031329,129.8190477,goose,[np.float64(0.06388888888888888)],[np.float64(-0.28703703703703703)],[1],[0],[0],[6.363444299902767],['submit_text'],,3,1,2025-10-14_09h47.18.822,word priming,,2025.1.1,60.03788393,2025-10-14 09h47.27.009622 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,p(hits)old,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,p(hits)n,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,priming ,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
