study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,StudyText.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,Test_Phase.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,Test_Phase.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,TestText.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
,2,2,0,,,l_pt_p,laptop,old,laptop,[np.float64(0.07222222222222222)],[np.float64(-0.3194444444444444)],[1],[0],[0],[3.753507199930027],['submit_text'],,,,,0,2,2,0,25.1431737,,,,,,,,25.1188881,25.1431737,25.1431737,25.1431737,0.0095763,28.8730222,laptop,[np.float64(0.07222222222222222)],[np.float64(-0.3194444444444444)],[1],[0],[0],[3.753507199930027],['submit_text'],,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,3,3,0,,,bo_t_e,bottle ,new,bottle,[np.float64(0.08888888888888889)],[np.float64(-0.287962962962963)],[1],[0],[0],[4.003514299867675],['submit_text'],,,,,0,3,3,18,28.888407,,,,,,,,28.8760327,28.888407,28.888407,28.888407,0.0029097,32.8799036,bottle,[np.float64(0.08888888888888889)],[np.float64(-0.287962962962963)],[1],[0],[0],[4.003514299867675],['submit_text'],,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,4,4,0,,,ta_l_,table,new,table,[np.float64(-0.016666666666666666)],[np.float64(-0.32037037037037036)],[1],[0],[0],[3.3022144997958094],['submit_text'],,,,,0,4,4,15,32.8992273,,,,,,,,32.8850199,32.8992273,32.8992273,32.8992273,0.0048933,36.187611,table,[np.float64(-0.016666666666666666)],[np.float64(-0.32037037037037036)],[1],[0],[0],[3.3022144997958094],['submit_text'],,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,5,5,0,,,_o_se,mouse,old,mouse,[np.float64(0.08148148148148149)],[np.float64(-0.3037037037037037)],[1],[0],[0],[8.496456900145859],['submit_text'],,,,,0,5,5,3,36.2031089,,,,,,,,36.1911334,36.2031089,36.2031089,36.2031089,0.0034245,44.688095,mouse,[np.float64(0.08148148148148149)],[np.float64(-0.3037037037037037)],[1],[0],[0],[8.496456900145859],['submit_text'],,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,6,6,0,,,c_m_ra,camera,new,camera,[np.float64(0.08148148148148149)],[np.float64(-0.28055555555555556)],[1],[0],[0],[3.1770435001235455],['submit_text'],,,,,0,6,6,19,44.7036124,,,,,,,,44.6932254,44.7036124,44.7036124,44.7036124,0.0049362,47.8706401,camera,[np.float64(0.08148148148148149)],[np.float64(-0.28055555555555556)],[1],[0],[0],[3.1770435001235455],['submit_text'],,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,7,7,0,,,k_y_,keys,old,keys,[np.float64(0.025)],[np.float64(-0.275)],[1],[0],[0],[2.7624923000112176],['submit_text'],,,,,0,7,7,8,47.8862416,,,,,,,,47.8741649,47.8862416,47.8862416,47.8862416,0.0034437,50.6370686,keys,[np.float64(0.025)],[np.float64(-0.275)],[1],[0],[0],[2.7624923000112176],['submit_text'],,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,8,8,0,,,p_st_r,poster,old,pastry,"[np.float64(0.05925925925925926), np.float64(0.08425925925925926)]","[np.float64(-0.3416666666666667), np.float64(-0.28888888888888886)]","[1, 1]","[0, 0]","[0, 0]","[9.029339900007471, 11.244821900036186]","[None, 'submit_text']",,,,,0,8,8,9,50.6527963,,,,,,,,50.6405359,50.6527963,50.6527963,50.6527963,0.0033016,61.88567,pastry,"[np.float64(0.05925925925925926), np.float64(0.08425925925925926)]","[np.float64(-0.3416666666666667), np.float64(-0.28888888888888886)]","[1, 1]","[0, 0]","[0, 0]","[9.029339900007471, 11.244821900036186]","[None, 'submit_text']",60.6555386,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,9,9,0,,,t_hi_t,tshirt,old,tshirt,[np.float64(0.044444444444444446)],[np.float64(-0.2953703703703704)],[1],[0],[0],[7.395358399953693],['submit_text'],,,,,0,9,9,2,61.9016809,,,,,,,,61.8895809,61.9016809,61.9016809,61.9016809,0.0037703,69.2853626,tshirt,[np.float64(0.044444444444444446)],[np.float64(-0.2953703703703704)],[1],[0],[0],[7.395358399953693],['submit_text'],,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,10,10,0,,,v_s_,vase,new,vase,[np.float64(0.14814814814814814)],[np.float64(-0.30648148148148147)],[1],[0],[0],[3.158906100085005],['submit_text'],,,,,0,10,10,17,69.3042055,,,,,,,,69.2921432,69.3042055,69.3042055,69.3042055,0.0066196,72.4514526,vase,[np.float64(0.14814814814814814)],[np.float64(-0.30648148148148147)],[1],[0],[0],[3.158906100085005],['submit_text'],,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,11,11,0,,,c_s_,case,old,case,[np.float64(0.12962962962962962)],[np.float64(-0.31203703703703706)],[1],[0],[0],[4.612989200046286],['submit_text'],,,,,0,11,11,5,72.4674027,,,,,,,,72.4540337,72.4674027,72.4674027,72.4674027,0.0024605,77.0674047,case,[np.float64(0.12962962962962962)],[np.float64(-0.31203703703703706)],[1],[0],[0],[4.612989200046286],['submit_text'],,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,12,12,0,,,_r_i_e,cruise,old,cruise,[np.float64(0.08796296296296297)],[np.float64(-0.3175925925925926)],[1],[0],[0],[6.8631118000485],['submit_text'],,,,,0,12,12,6,77.0847622,,,,,,,,77.0715233,77.0847622,77.0847622,77.0847622,0.0039988,83.9351421,cruise,[np.float64(0.08796296296296297)],[np.float64(-0.3175925925925926)],[1],[0],[0],[6.8631118000485],['submit_text'],,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,13,13,0,,,P_s_r_,pastry,old,pastry,[np.float64(0.1259259259259259)],[np.float64(-0.31296296296296294)],[1],[0],[0],[3.592719499953091],['submit_text'],,,,,0,13,13,4,83.9483172,,,,,,,,83.9396704,83.9483172,83.9483172,83.9483172,0.0044055,87.5331524,pastry,[np.float64(0.1259259259259259)],[np.float64(-0.31296296296296294)],[1],[0],[0],[3.592719499953091],['submit_text'],,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,14,14,0,,,_ha_t,chart,old,shaft,[np.float64(0.05555555555555555)],[np.float64(-0.3212962962962963)],[1],[0],[0],[5.793224199907854],['submit_text'],,,,,0,14,14,1,87.5542925,,,,,,,,87.5389425,87.5542925,87.5542925,87.5542925,0.0053639,93.3327217,shaft,[np.float64(0.05555555555555555)],[np.float64(-0.3212962962962963)],[1],[0],[0],[5.793224199907854],['submit_text'],,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,15,15,0,,,_o_rd,board,old,board,[np.float64(0.11388888888888889)],[np.float64(-0.32314814814814813)],[1],[0],[0],[5.9427354000508785],['submit_text'],,,,,0,15,15,10,93.3566267,,,,,,,,93.3389942,93.3566267,93.3566267,93.3566267,0.0060933,99.2823428,board,[np.float64(0.11388888888888889)],[np.float64(-0.32314814814814813)],[1],[0],[0],[5.9427354000508785],['submit_text'],,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,16,16,0,,,_ho_e,phone,old,rod,"[np.float64(0.07222222222222222), np.float64(0.09907407407407408)]","[np.float64(-0.2657407407407407), np.float64(-0.2722222222222222)]","[1, 1]","[0, 0]","[0, 0]","[13.724564200034365, 14.841067699948326]","[None, 'submit_text']",,,,,0,16,16,12,99.3026313,,,,,,,,99.288275,99.3026313,99.3026313,99.3026313,0.0056329,114.129786,rod,"[np.float64(0.07222222222222222), np.float64(0.09907407407407408)]","[np.float64(-0.2657407407407407), np.float64(-0.2722222222222222)]","[1, 1]","[0, 0]","[0, 0]","[13.724564200034365, 14.841067699948326]","[None, 'submit_text']",109.3126067,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,17,17,0,,,p_li_e,police,old,police,[np.float64(0.07407407407407407)],[np.float64(-0.29074074074074074)],[1],[0],[0],[4.111948000034317],['submit_text'],,,,,0,17,17,7,114.1455037,,,,,,,,114.134053,114.1455037,114.1455037,114.1455037,0.0041392,118.2466703,police,[np.float64(0.07407407407407407)],[np.float64(-0.29074074074074074)],[1],[0],[0],[4.111948000034317],['submit_text'],,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,18,18,0,,,p_nc_l,pencil,new,pencil,[np.float64(0.04259259259259259)],[np.float64(-0.30833333333333335)],[1],[0],[0],[3.1613946000579745],['submit_text'],,,,,0,18,18,16,118.2624651,,,,,,,,118.2520886,118.2624651,118.2624651,118.2624651,0.0050603,121.4143455,pencil,[np.float64(0.04259259259259259)],[np.float64(-0.30833333333333335)],[1],[0],[0],[3.1613946000579745],['submit_text'],,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,19,19,0,,,_oo_,book,old,book,[np.float64(0.07685185185185185)],[np.float64(-0.287962962962963)],[1],[0],[0],[3.5292871999554336],['submit_text'],,,,,0,19,19,13,121.434567,,,,,,,,121.4196898,121.434567,121.434567,121.434567,0.0049779,124.9497132,book,[np.float64(0.07685185185185185)],[np.float64(-0.287962962962963)],[1],[0],[0],[3.5292871999554336],['submit_text'],,2,1,2025-10-14_09h44.32.519,word priming,,2025.1.1,59.98508766,2025-10-14 09h44.42.280697 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,p(hits)old,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,p(hits)new,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,priming ,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
